Movie_Id,Year,Name,Genres,Primary_Genre,Genre_Source
183,2005.0,IFilm: Deranged,Drama,Drama,keyword
184,2004.0,Billy Blanks: Tae Bo: Cardio Circuit 1,Drama,Drama,keyword
185,1985.0,Missing in Action 2: The Beginning / Missing in Action 3: Braddock,Drama,Drama,keyword
186,1950.0,Panic in the Streets,Crime|Drama|Film-Noir|Thriller,Crime,movielens
187,2002.0,Death to Smoochy,Comedy|Crime|Drama,Comedy,movielens
188,2005.0,Dead Birds,Horror|War|Western,Horror,movielens
189,1982.0,Airplane II: The Sequel,Comedy,Comedy,movielens
190,1989.0,Blood and Sand,Drama,Drama,movielens
191,2003.0,X2: X-Men United,Action|Adventure|Sci-Fi|Thriller,Action,movielens
192,2003.0,The SoulTaker,Drama,Drama,keyword
193,2005.0,Marilyn Manson: Fear of a Satanic Planet,Drama,Drama,keyword
194,1996.0,Arliss: The Best of Arliss,Drama,Drama,keyword
195,2004.0,Chasing Freedom,Drama,Drama,keyword
196,1992.0,Peter Tosh: Stepping Razor: Red X,Drama,Drama,keyword
197,2004.0,Taking Lives,Crime|Drama|Thriller,Crime,movielens
198,1997.0,Gupt,Drama,Drama,keyword
199,1978.0,The Deer Hunter,Drama,Drama,keyword
200,1964.0,The Fall of the Roman Empire,Drama,Drama,keyword
201,2001.0,Home Movie,Documentary,Documentary,movielens
202,2001.0,Ruby's Bucket of Blood,Horror,Horror,keyword
203,1997.0,Sports Illustrated Swimsuit Edition: 1997,Drama,Drama,keyword
204,2002.0,Venus Boyz,Documentary,Documentary,movielens
205,2004.0,Troy: Bonus Material,Drama,Drama,keyword
206,2004.0,Unconstitutional: The War on Our Civil Liberties,War,War,keyword
207,2001.0,Denise Austin: Ultimate Fat Burner,Drama,Drama,keyword
208,1947.0,The Three Stooges: Sing a Song of Six Pants,Comedy,Comedy,keyword
209,1996.0,Star Trek: Deep Space Nine: Season 5,Sci-Fi,Sci-Fi,keyword
210,2001.0,Onmyoji,Drama,Drama,keyword
211,2004.0,The Agronomist,Drama,Drama,keyword
212,1982.0,Querelle,Drama,Drama,movielens
213,2001.0,Dinner Rush,Drama,Drama,movielens
214,2002.0,Read-Along: Beauty and the Beast,Drama,Drama,keyword
215,1998.0,That '70s Show: Season 1,Drama,Drama,keyword
216,2000.0,Impostor,Action|Drama|Sci-Fi|Thriller,Action,movielens
217,1988.0,Cherry 2000,Romance|Sci-Fi,Romance,movielens
218,1983.0,Triumph: Live at the US Festival,Drama,Drama,keyword
219,1995.0,Neon Bible,Drama,Drama,keyword
220,1983.0,Winston Churchill: The Wilderness Years,Drama,Drama,keyword
221,2005.0,Voyage to the Planets and Beyond,Drama,Drama,keyword
222,1998.0,Yellow,Comedy|Drama,Comedy,movielens
223,2003.0,Chappelle's Show: Season 1,Drama,Drama,keyword
224,1999.0,Midsomer Murders: Blood Will Out,Horror,Horror,keyword
225,2004.0,The Cookout,Drama,Drama,keyword
226,1996.0,Henry: Portrait of a Serial Killer 2,Drama,Drama,keyword
227,2001.0,The Carol Burnett Show: Show Stoppers,Drama,Drama,keyword
228,1979.0,Butch and Sundance: The Early Days,Western,Western,movielens
229,2003.0,Peter Gabriel: Growing Up Live,Drama,Drama,keyword
230,1987.0,Unsolved Mysteries: Psychics,Drama,Drama,keyword
231,2002.0,Marooned in Iraq,Drama,Drama,keyword
232,1989.0,Gross Anatomy,Drama,Drama,keyword
233,1971.0,Chato's Land,Western,Western,movielens
234,1921.0,Animation Legend: Winsor McCay,Drama,Drama,keyword
235,1996.0,Unhook the Stars,Drama,Drama,movielens
236,1998.0,Cartoon Crazys Sci-Fi,Animation,Animation,keyword
237,1918.0,Broken Blossoms,Drama,Drama,keyword
238,1976.0,Led Zeppelin: The Song Remains the Same,Drama,Drama,keyword
239,2004.0,Winnie the Pooh: Springtime with Roo,Drama,Drama,keyword
240,1942.0,Woman of the Year,Comedy|Romance,Comedy,movielens
241,1959.0,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,Action,movielens
242,1995.0,Neon Genesis Evangelion: The End of Evangelion,Drama,Drama,keyword
243,1962.0,Pressure Point,Drama,Drama,movielens
244,2004.0,Stellvia,Drama,Drama,keyword
245,2002.0,Road Dogz,Drama,Drama,keyword
246,1968.0,The Boston Strangler,Drama,Drama,keyword
247,1994.0,Oleanna,Drama,Drama,movielens
248,2001.0,Michael Moore's The Awful Truth: Season 2,Drama,Drama,keyword
249,1958.0,The Hunters,Adventure,Adventure,movielens
250,1966.0,Cast a Giant Shadow,Adventure|War,Adventure,movielens
251,2000.0,Midsomer Murders: Strangler's Wood,Thriller,Thriller,keyword
252,2002.0,Stuart Little 2,Children|Comedy,Children,movielens
253,1935.0,A Night at the Opera,Drama,Drama,keyword
254,2003.0,Westender,Drama,Drama,keyword
255,2001.0,The Hunchback of Notre Dame II,Drama,Drama,keyword
256,2000.0,Ghost Dog: The Way of the Samurai,Crime|Drama,Crime,movielens
257,1973.0,Charlotte's Web,Animation|Children,Animation,movielens
258,1999.0,Mann,Drama,Drama,keyword
259,2004.0,Animal,Action|Comedy|Romance,Action,movielens
260,1967.0,Marat / Sade,Drama|Musical,Drama,movielens
261,1948.0,The Big Clock,Drama,Drama,keyword
262,1974.0,Herbie Rides Again,Adventure|Children|Comedy,Adventure,movielens
263,2001.0,Dragon Ball: Tournament Saga,Drama,Drama,keyword
264,2002.0,"Angelina Ballerina: Lights, Camera, Action!",Drama,Drama,keyword
265,2002.0,The Jeff Corwin Experience: Costa Rica and the Amazon,Drama,Drama,keyword
266,2000.0,Saudade Do Futuro,Drama,Drama,keyword
267,1994.0,Touched by an Angel: Season 1,Drama,Drama,keyword
268,1980.0,The Final Countdown,Drama,Drama,keyword
269,1989.0,Parenthood,Comedy|Drama,Comedy,movielens
270,2001.0,Sex and the City: Season 4,Drama,Drama,keyword
271,1943.0,Saludos Amigos,Animation|Children|Comedy,Animation,movielens
272,1973.0,Female Yakuza Tale,Drama,Drama,keyword
273,2004.0,Taxi,Action|Comedy,Action,movielens
274,2002.0,Crazy as Hell,Drama,Drama,movielens
275,2002.0,Evelyn,Drama,Drama,movielens
276,1998.0,Cold Harvest,Drama,Drama,keyword
277,2003.0,Enigma: MCMXC A.D,Drama,Drama,keyword
278,1990.0,100 Days Before the Command,Drama,Drama,keyword
279,1984.0,Micki and Maude,Drama,Drama,keyword
280,1998.0,Sarah Brightman: In Concert,Drama,Drama,keyword
281,1993.0,The Legend,Adventure|Fantasy|Romance,Adventure,movielens
282,2003.0,Blue Seed: Beyond,Drama,Drama,keyword
283,1996.0,If These Walls Could Talk,Drama,Drama,movielens
284,2005.0,Sasquatch Hunters,Drama,Drama,keyword
285,1997.0,The Devil's Own,Horror,Horror,keyword
286,1966.0,Thunderbirds Are Go,Action|Sci-Fi,Action,movielens
287,1994.0,Luther Vandross: Always and Forever: An Evening of Songs,Drama,Drama,keyword
288,2004.0,Saturday Night Live: The Best of Chris Kattan,Drama,Drama,keyword
289,1998.0,The Avengers,Drama,Drama,keyword
290,2004.0,Harold and Kumar Go to White Castle,Adventure|Comedy,Adventure,movielens
291,2000.0,Chained Heat 3: Hell Mountain,Drama,Drama,keyword
292,2005.0,Saturday Night Live: The Best of Gilda Radner,Drama,Drama,keyword
293,2003.0,Lennon Legend: The Very Best of John Lennon,Drama,Drama,keyword
294,2002.0,Oasis,Drama|Romance,Drama,movielens
295,1995.0,Ace Ventura: When Nature Calls,Comedy,Comedy,movielens
296,2000.0,In His Life: The John Lennon Story,Drama,Drama,keyword
297,2003.0,The Hebrew Hammer,Drama,Drama,keyword
298,2002.0,Crunch: Pick Your Spot Pilates,Drama,Drama,keyword
299,2001.0,Bridget Jones's Diary,Comedy|Drama|Romance,Comedy,movielens
300,1997.0,Option Zero,Drama,Drama,keyword
301,2003.0,Hard Ground,Drama,Drama,keyword
302,2001.0,The Isle,Drama,Drama,keyword
303,1959.0,Les Liaisons Dangereuses,Drama,Drama,keyword
304,1997.0,King of the Hill: Season 1,Drama,Drama,keyword
305,1996.0,Jack,Comedy|Drama,Comedy,movielens
306,2005.0,Sesame Street: Sing Yourself Silly!,Children,Children,keyword
307,2002.0,Godsmack: Smack This!,Drama,Drama,keyword
308,1974.0,The Legend of the 7 Golden Vampires/7 Brothers of Dracula,Horror,Horror,keyword
309,1975.0,The Day of the Locust,Drama,Drama,keyword
310,2000.0,Leila,Drama|Romance,Drama,movielens
311,1994.0,Ed Wood,Comedy|Drama,Comedy,movielens
312,2000.0,High Fidelity,Comedy|Drama|Romance,Comedy,movielens
313,2000.0,Pay It Forward,Drama,Drama,movielens
314,1985.0,Saturday Night Live: The Best of Jon Lovitz,Drama,Drama,keyword
315,1964.0,Combat! Season 3: Operation 2,War,War,keyword
316,1999.0,Futurama: Monster Robot Maniac Fun Collection,Sci-Fi,Sci-Fi,keyword
317,1997.0,Mandela and de Klerk,Drama,Drama,keyword
318,1994.0,Beyond Suspicion,Drama,Drama,keyword
319,1987.0,Straight to Hell,Comedy|Crime|Western,Comedy,movielens
320,1997.0,Eat Your Heart Out,Romance,Romance,keyword
321,2004.0,Ju-Rei: The Uncanny,Drama,Drama,keyword
322,1974.0,Flesh Gordon,Adventure|Comedy|Sci-Fi,Adventure,movielens
323,1999.0,Modern Vampires,Horror,Horror,keyword
324,1994.0,Mother's Boys,Drama,Drama,keyword
325,2004.0,Ghosts of Rwanda: Frontline,Horror,Horror,keyword
326,1937.0,The Plainsman,Drama,Drama,keyword
327,1997.0,Storefront Hitchcock,Documentary|Musical,Documentary,movielens
328,2002.0,Deftones: Live in Hawaii,Drama,Drama,keyword
329,1999.0,Dogma,Adventure|Comedy|Fantasy,Adventure,movielens
330,1998.0,Wild Things,Crime|Drama|Mystery|Thriller,Crime,movielens
331,1997.0,Chasing Amy,Comedy|Drama|Romance,Comedy,movielens
332,2002.0,They Crawl,Drama,Drama,keyword
333,2003.0,Mail Call: The Best of Season 2,Drama,Drama,keyword
334,2005.0,The Pacifier,Drama,Drama,keyword
335,1981.0,Fear No Evil,Horror,Horror,movielens
336,1978.0,The Driver,Drama,Drama,keyword
337,1983.0,Star 80,Drama,Drama,movielens
338,1942.0,The Three Stooges: Three Smart Saps,Comedy,Comedy,keyword
339,1968.0,Rolling Stones: Rock and Roll Circus,Drama,Drama,keyword
340,1998.0,Midnight: 2000 Seen By...,Drama,Drama,keyword
341,2004.0,Tremors 4: The Legend Begins,Action|Comedy|Horror|Sci-Fi|Thriller|Western,Action,movielens
342,2001.0,Noir,Drama,Drama,keyword
343,2000.0,French and Saunders: Live,Drama,Drama,keyword
344,1967.0,The Taming of the Shrew,Drama,Drama,keyword
345,1998.0,Star Trek: Voyager: Season 5,Sci-Fi,Sci-Fi,keyword
346,2005.0,Up and Down,Drama,Drama,keyword
347,1989.0,Iceman Cometh,Drama,Drama,keyword
348,1988.0,The Last Temptation of Christ,Drama,Drama,keyword
349,1978.0,The Swarm,War,War,keyword
350,1993.0,"Dr. Quinn, Medicine Woman: Season 3",Drama,Drama,keyword
351,1969.0,Guns of the Magnificent Seven,Action|Adventure|Drama|Western,Action,movielens
352,1997.0,Pick a Card,Drama,Drama,keyword
353,2002.0,Life or Something Like It,Comedy|Romance,Comedy,movielens
354,1981.0,Sadomania,Drama,Drama,keyword
355,1973.0,Sinful Nuns of St. Valentine,Romance,Romance,keyword
356,2005.0,Look at Me,Drama,Drama,keyword
357,2003.0,House of Sand and Fog,Drama,Drama,movielens
358,1979.0,The Onion Field,Drama,Drama,keyword
359,2003.0,Absolutely Fabulous: Series 5,Drama,Drama,keyword
360,1999.0,Lies,Drama,Drama,keyword
361,2004.0,The Phantom of the Opera: Special Edition,Drama,Drama,keyword
362,2000.0,The Flintstones in Viva Rock Vegas,Drama,Drama,keyword
363,2002.0,Stark Raving Mad,Action|Comedy|Crime,Action,movielens
364,2004.0,Billy Blanks: Tae Bo: Contact 2,Drama,Drama,keyword
365,1989.0,R.E.M.: Tourfilm,Drama,Drama,keyword
366,2004.0,"Still, We Believe: The Boston Red Sox Movie",Drama,Drama,keyword
367,2003.0,Spun,Comedy|Crime|Drama,Comedy,movielens
368,1986.0,The Best of Designing Women,Drama,Drama,keyword
369,2000.0,Playing Mona Lisa,Drama,Drama,keyword
370,1918.0,Chaplin,Drama,Drama,movielens
371,1966.0,The Trouble with Angels,Drama,Drama,keyword
372,1998.0,Jeans,Drama,Drama,keyword
373,2000.0,Third World Cop,Action,Action,movielens
374,1976.0,The Little Girl Who Lives Down the Lane,Drama,Drama,keyword
375,2003.0,Nine Dead Gay Guys,Comedy|Crime,Comedy,movielens
376,2001.0,Genesis: The Way We Walk: Live in Concert,Documentary,Documentary,keyword
377,1979.0,Dick Francis: The Racing Game,Drama,Drama,keyword
378,2003.0,Party Monster,Comedy|Crime|Drama|Thriller,Comedy,movielens
379,1996.0,Crash Dive,Drama|Romance|War,Drama,movielens
380,1992.0,Live Wire,Action,Action,movielens
381,1991.0,Out for Justice,Action|Crime|Drama|Thriller,Action,movielens
382,2004.0,Buried in the Sand: The Deception of America,Drama,Drama,keyword
383,2001.0,Hit Team,Drama,Drama,keyword
384,1986.0,Crossroads,Drama,Drama,movielens
385,2002.0,The Santa Clause 2,Drama,Drama,keyword
386,1994.0,Princess Caraboo,Drama,Drama,movielens
387,1984.0,Bizet's Carmen,Drama,Drama,keyword
388,1990.0,Body Chemistry,Drama,Drama,keyword
389,2002.0,Steal,Drama,Drama,keyword
390,1981.0,The Fan,Drama,Drama,keyword
391,1967.0,The Monkees: Season 2,Drama,Drama,keyword
392,1993.0,Danielle Steel's Heartbeat,Romance,Romance,keyword
393,1998.0,The Replacement Killers,Drama,Drama,keyword
394,1916.0,"20,000 Leagues Under the Sea",Action|Adventure|Sci-Fi,Action,movielens
395,1935.0,Captain Blood,Action|Adventure|Romance,Action,movielens
396,2001.0,Arjuna: Complete Collection,Drama,Drama,keyword
397,1946.0,A Night in Casablanca,Drama,Drama,keyword
398,1976.0,In the Realm of the Senses,Drama,Drama,keyword
399,2001.0,Fangs,Drama,Drama,keyword
400,1970.0,Rio Lobo,Adventure|Romance|War|Western,Adventure,movielens
401,1989.0,Halloween 5: The Revenge of Michael Myers,Horror,Horror,movielens
402,1999.0,Pan Tadeusz,Drama,Drama,keyword
403,2000.0,Substitute 4: Failure is Not an Option,Action|Drama,Action,movielens
404,2001.0,The Shaft,Action|Crime|Thriller,Action,movielens
405,1987.0,Wings of Desire,Drama,Drama,keyword
406,2005.0,Hostage,Action|Crime|Drama|Thriller,Action,movielens
407,1972.0,The Abductors,Drama,Drama,keyword
408,1990.0,Nightbreed,Fantasy|Horror,Fantasy,movielens
409,1966.0,Godzilla vs. The Sea Monster,Horror,Horror,keyword
410,1998.0,Frank Lloyd Wright,Drama,Drama,keyword
411,1999.0,Vendetta,Action|Crime,Action,movielens
412,1999.0,Jay Jay the Jet Plane: Adventures in Learning,Drama,Drama,keyword
413,2002.0,Igby Goes Down,Comedy|Drama,Comedy,movielens
414,1999.0,Girl,Drama,Drama,movielens
415,2002.0,Reign in Darkness,Drama,Drama,keyword
416,2003.0,Elephant,Drama,Drama,movielens
417,1986.0,Transformers: Season 3: Part 1,Drama,Drama,keyword
418,2004.0,The Deal,Drama,Drama,keyword
419,2005.0,George Lopez: Why You Crying?,Drama,Drama,keyword
420,1999.0,Saturday Night Live: The Best of Dana Carvey,Drama,Drama,keyword
421,2003.0,Agatha Christie's Poirot: Sad Cypress,Drama,Drama,keyword
422,1964.0,The Unsinkable Molly Brown,Drama,Drama,keyword
423,1963.0,My Favorite Martian #1,Drama,Drama,keyword
424,1998.0,Happiness,Comedy|Drama,Comedy,movielens
425,2000.0,The 10th Kingdom,Drama,Drama,keyword
426,2001.0,Recess: School's Out,Animation|Children,Animation,movielens
427,1990.0,Graveyard Shift,Drama,Drama,keyword
428,2004.0,Barney: Barney's Colorful World: Live,Children,Children,keyword
429,1997.0,Zeus and Roxanne,Children,Children,movielens
430,2002.0,Chobits,Drama,Drama,keyword
431,2002.0,Millennium Actress,Drama,Drama,keyword
432,1996.0,Les Miserables in Concert,Drama,Drama,keyword
